시군구,번지,단지명,전용면적,거래금액
서울특별시 강남구 삼성동,122-7,영무예다음,115.88,"165,000"
서울특별시 강남구 삼성동,144-10,우정에쉐르2,59.54,"78,000"
서울특별시 강남구 삼성동,144-10,우정에쉐르2,59.75,"77,800"
서울특별시 강남구 삼성동,130,이안애빌,106.89,"139,500"
서울특별시 강남구 삼성동,53-2,진흥아파트,207.82,"310,000"
서울특별시 강남구 삼성동,144-14,채널리저브,84.97,"135,000"
서울특별시 강남구 삼성동,144-14,채널리저브,84.94,"149,000"
서울특별시 강남구 삼성동,4-3,푸른솔아파트1동,84.9,"162,500"
서울특별시 강남구 삼성동,106,풍림(1차),84.78,"190,000"
서울특별시 강남구 삼성동,106,풍림(1차),59.7,"150,000"
서울특별시 강남구 삼성동,48,한일,55.34,"125,800"
서울특별시 강남구 삼성동,48,한일,80.29,"145,000"
서울특별시 강남구 삼성동,48,한일,61.23,"149,000"
서울특별시 강남구 삼성동,48,한일,80.29,"170,000"
서울특별시 강남구 삼성동,6,현대아파트 101동,59.83,"145,000"
서울특별시 강남구 삼성동,6,현대아파트 101동,32.61,"77,000"
서울특별시 강남구 삼성동,143-37,현대타워(13층-27층),149.99,"181,500"
서울특별시 강남구 삼성동,143-37,현대타워(13층-27층),149.99,"160,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.236,"238,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.349,"225,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.349,"234,500"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.236,"225,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,38.671,"128,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.236,"210,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.236,"223,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.236,"240,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.679,"234,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.236,"245,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.349,"241,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.236,"235,000"
서울특별시 강남구 삼성동,50,현대힐스테이트 2단지,84.236,"245,000"
서울특별시 강남구 삼성동,79,홍실아파트,94.26,"257,000"
서울특별시 강남구 삼성동,79,홍실아파트,96.32,"259,000"
서울특별시 강남구 삼성동,79,홍실아파트,96.32,"242,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,84.95,"115,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,114.69,"132,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,84.95,"105,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,114.69,"132,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,114.69,"133,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,84.95,"120,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,84.97,"115,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,84.97,"125,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,114.69,"149,900"
서울특별시 강남구 세곡동,525,강남데시앙파크,84.97,"113,000"
서울특별시 강남구 세곡동,525,강남데시앙파크,84.95,"135,000"
서울특별시 강남구 세곡동,508,강남신동아파밀리에1단지,59.97,"97,500"
서울특별시 강남구 세곡동,508,강남신동아파밀리에1단지,59.97,"100,000"
서울특별시 강남구 세곡동,508,강남신동아파밀리에1단지,59.97,"104,000"
서울특별시 강남구 세곡동,508,강남신동아파밀리에1단지,59.97,"105,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,59.89,"112,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,74.74,"124,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,59.99,"104,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,74.74,"125,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,59.99,"111,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,59.99,"109,900"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,59.89,"109,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,84.84,"140,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,84.83,"137,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,84.84,"138,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,84.83,"134,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,74.74,"124,500"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,84.83,"139,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,59.89,"110,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,59.99,"121,500"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,84.83,"149,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,59.99,"125,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,84.83,"147,000"
서울특별시 강남구 세곡동,579,강남엘에이치1단지,84.83,"146,000"
서울특별시 강남구 세곡동,516,세곡리엔파크(3단지),84.96,"105,000"
서울특별시 강남구 세곡동,516,세곡리엔파크(3단지),84.96,"115,000"
서울특별시 강남구 세곡동,516,세곡리엔파크(3단지),84.96,"115,000"
서울특별시 강남구 세곡동,516,세곡리엔파크(3단지),84.96,"125,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"109,500"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"111,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.84,"132,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.83,"134,500"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"112,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.95,"135,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"110,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.84,"137,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"111,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"112,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,74.74,"124,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.83,"133,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"113,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"111,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,74.74,"129,500"
서울특별시 강남구 세곡동,533,세곡푸르지오,74.74,"130,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"114,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,74.74,"123,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.84,"138,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,74.74,"130,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.84,"140,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,59.89,"115,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.83,"140,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.83,"144,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.84,"145,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,74.74,"135,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,74.74,"136,000"
서울특별시 강남구 세곡동,533,세곡푸르지오,84.83,"155,500"
서울특별시 강남구 수서동,537,강남 더샵 포레스트,124.5792,"232,500"
서울특별시 강남구 수서동,537,강남 더샵 포레스트,124.5802,"240,000"
서울특별시 강남구 수서동,537,강남 더샵 포레스트,146.7139,"268,000"
서울특별시 강남구 수서동,537,강남 더샵 포레스트,124.5802,"235,000"
서울특별시 강남구 수서동,559,강남데시앙포레,59.81,"129,700"
서울특별시 강남구 수서동,559,강남데시앙포레,84.86,"164,500"
서울특별시 강남구 수서동,559,강남데시앙포레,59.74,"130,000"
서울특별시 강남구 수서동,559,강남데시앙포레,84.92,"138,500"
서울특별시 강남구 수서동,559,강남데시앙포레,84.81,"168,000"
서울특별시 강남구 수서동,559,강남데시앙포레,59.97,"129,000"
서울특별시 강남구 수서동,559,강남데시앙포레,84.92,"158,000"
서울특별시 강남구 수서동,559,강남데시앙포레,84.81,"166,000"
서울특별시 강남구 수서동,559,강남데시앙포레,84.92,"160,000"
서울특별시 강남구 수서동,559,강남데시앙포레,59.81,"134,000"
서울특별시 강남구 수서동,559,강남데시앙포레,114.45,"190,000"
서울특별시 강남구 수서동,559,강남데시앙포레,114.45,"194,000"
서울특별시 강남구 수서동,559,강남데시앙포레,59.81,"134,600"
서울특별시 강남구 수서동,559,강남데시앙포레,84.92,"154,500"
서울특별시 강남구 수서동,559,강남데시앙포레,59.42,"139,800"
서울특별시 강남구 수서동,559,강남데시앙포레,84.92,"162,000"
서울특별시 강남구 수서동,559,강남데시앙포레,59.81,"141,000"
서울특별시 강남구 수서동,559,강남데시앙포레,59.97,"140,000"
서울특별시 강남구 수서동,559,강남데시앙포레,84.81,"170,000"
서울특별시 강남구 수서동,559,강남데시앙포레,114.45,"185,000"
서울특별시 강남구 수서동,559,강남데시앙포레,59.81,"139,000"
서울특별시 강남구 수서동,559,강남데시앙포레,114.45,"190,000"
서울특별시 강남구 수서동,746,까치마을,34.44,"77,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"86,500"
서울특별시 강남구 수서동,746,까치마을,39.6,"87,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"86,800"
서울특별시 강남구 수서동,746,까치마을,34.44,"77,900"
서울특별시 강남구 수서동,746,까치마을,39.6,"89,500"
서울특별시 강남구 수서동,746,까치마을,49.5,"114,000"
서울특별시 강남구 수서동,746,까치마을,49.5,"113,800"
서울특별시 강남구 수서동,746,까치마을,34.44,"80,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"85,000"
서울특별시 강남구 수서동,746,까치마을,34.44,"79,300"
서울특별시 강남구 수서동,746,까치마을,39.6,"82,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"86,500"
서울특별시 강남구 수서동,746,까치마을,39.6,"87,800"
서울특별시 강남구 수서동,746,까치마을,49.5,"115,000"
서울특별시 강남구 수서동,746,까치마을,49.5,"115,000"
서울특별시 강남구 수서동,746,까치마을,49.5,"110,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"89,800"
서울특별시 강남구 수서동,746,까치마을,34.44,"81,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"91,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"95,000"
서울특별시 강남구 수서동,746,까치마을,49.5,"117,000"
서울특별시 강남구 수서동,746,까치마을,34.44,"78,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"86,000"
서울특별시 강남구 수서동,746,까치마을,49.5,"118,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"95,000"
서울특별시 강남구 수서동,746,까치마을,34.44,"83,000"
서울특별시 강남구 수서동,746,까치마을,34.44,"83,000"
서울특별시 강남구 수서동,746,까치마을,34.44,"90,000"
서울특별시 강남구 수서동,746,까치마을,49.5,"126,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"95,500"
서울특별시 강남구 수서동,746,까치마을,34.44,"76,000"
서울특별시 강남구 수서동,746,까치마을,34.44,"78,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"98,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"95,500"
서울특별시 강남구 수서동,746,까치마을,49.5,"111,910"
서울특별시 강남구 수서동,746,까치마을,39.6,"109,000"
서울특별시 강남구 수서동,746,까치마을,34.44,"87,000"
서울특별시 강남구 수서동,746,까치마을,39.6,"104,500"
서울특별시 강남구 수서동,738,동익,60.01,"115,000"
서울특별시 강남구 수서동,738,동익,84.46,"149,850"
서울특별시 강남구 수서동,738,동익,84.46,"150,000"
서울특별시 강남구 수서동,738,동익,84.46,"137,000"
서울특별시 강남구 수서동,738,동익,84.46,"145,000"
서울특별시 강남구 수서동,738,동익,84.46,"157,000"
서울특별시 강남구 수서동,738,동익,84.46,"160,000"
서울특별시 강남구 수서동,747,삼성,84.97,"160,000"
서울특별시 강남구 수서동,747,삼성,59.86,"139,700"
서울특별시 강남구 수서동,747,삼성,59.86,"139,000"
서울특별시 강남구 수서동,747,삼성,84.97,"152,000"
서울특별시 강남구 수서동,747,삼성,59.86,"145,000"
서울특별시 강남구 수서동,708,삼익,60,"117,500"
서울특별시 강남구 수서동,708,삼익,49.2,"110,000"
서울특별시 강남구 수서동,708,삼익,60,"118,000"
서울특별시 강남구 수서동,708,삼익,60,"125,000"
서울특별시 강남구 수서동,708,삼익,60,"124,000"
서울특별시 강남구 수서동,708,삼익,60,"128,500"
서울특별시 강남구 수서동,708,삼익,60,"121,000"
서울특별시 강남구 수서동,708,삼익,49.2,"115,000"
서울특별시 강남구 수서동,712,수서한아름,97.63,"143,000"
서울특별시 강남구 수서동,712,수서한아름,129.45,"157,000"
서울특별시 강남구 수서동,712,수서한아름,129.45,"159,000"
서울특별시 강남구 수서동,712,수서한아름,163.68,"188,500"
서울특별시 강남구 수서동,712,수서한아름,97.63,"154,000"
서울특별시 강남구 수서동,712,수서한아름,129.45,"172,500"
서울특별시 강남구 수서동,712,수서한아름,163.68,"181,000"
서울특별시 강남구 수서동,712,수서한아름,97.63,"149,000"
서울특별시 강남구 수서동,712,수서한아름,163.68,"189,000"
서울특별시 강남구 수서동,736,신동아,33.18,"87,000"
서울특별시 강남구 수서동,736,신동아,49.96,"104,000"
서울특별시 강남구 수서동,736,신동아,39.51,"105,000"
서울특별시 강남구 수서동,736,신동아,33.18,"86,000"
서울특별시 강남구 수서동,736,신동아,39.53,"98,000"
서울특별시 강남구 수서동,736,신동아,49.96,"109,250"
서울특별시 강남구 수서동,736,신동아,49.96,"104,500"
서울특별시 강남구 수서동,736,신동아,33.18,"86,200"
서울특별시 강남구 수서동,736,신동아,49.96,"103,000"
서울특별시 강남구 수서동,736,신동아,49.96,"107,000"
서울특별시 강남구 수서동,736,신동아,39.53,"101,000"
서울특별시 강남구 수서동,736,신동아,39.53,"101,000"
서울특별시 강남구 수서동,736,신동아,39.53,"103,000"
서울특별시 강남구 수서동,736,신동아,39.51,"99,500"
서울특별시 강남구 수서동,736,신동아,39.53,"103,000"
서울특별시 강남구 수서동,736,신동아,39.51,"100,000"
서울특별시 강남구 수서동,736,신동아,39.53,"100,000"
서울특별시 강남구 수서동,736,신동아,33.18,"86,800"
서울특별시 강남구 수서동,736,신동아,39.53,"99,500"
서울특별시 강남구 수서동,736,신동아,39.53,"97,000"
서울특별시 강남구 수서동,736,신동아,33.18,"95,000"
서울특별시 강남구 수서동,736,신동아,33.18,"89,900"
서울특별시 강남구 수서동,736,신동아,49.96,"113,000"
서울특별시 강남구 수서동,736,신동아,33.18,"94,500"
서울특별시 강남구 수서동,736,신동아,49.96,"115,000"
서울특별시 강남구 수서동,736,신동아,49.96,"114,000"
서울특별시 강남구 수서동,736,신동아,33.18,"89,000"
서울특별시 강남구 수서동,736,신동아,39.51,"102,000"
서울특별시 강남구 수서동,736,신동아,49.96,"112,000"
서울특별시 강남구 수서동,736,신동아,39.51,"102,000"
서울특별시 강남구 수서동,736,신동아,49.96,"109,000"
서울특별시 강남구 신사동,510-11,강남상가,143.01,"112,000"
서울특별시 강남구 신사동,550-5,뉴현대,61.08,"65,000"
서울특별시 강남구 신사동,506-9,래미안신사,84.89,"147,000"
서울특별시 강남구 신사동,658,로데오현대,90.94,"135,000"
서울특별시 강남구 신사동,562,신사파크빌라A동,117.82,"145,000"
서울특별시 강남구 신사동,622,신성아파트 101동,84.9,"140,000"
서울특별시 강남구 신사동,590-7,압구정 Ainvill,84.36,"102,000"
서울특별시 강남구 신사동,659,압구정대원칸타빌아파트,59.73,"100,000"
서울특별시 강남구 신사동,659,압구정대원칸타빌아파트,59.73,"110,000"
서울특별시 강남구 신사동,659,압구정대원칸타빌아파트,113.31,"173,000"
서울특별시 강남구 신사동,550-7,체리빌,97.67,"90,000"
서울특별시 강남구 신사동,551-5,하야트빌,65.01,"75,000"
서울특별시 강남구 신사동,551-5,하야트빌,65.01,"74,000"
서울특별시 강남구 압구정동,414,미성1차,105.65,"265,000"
서울특별시 강남구 압구정동,414,미성1차,105.62,"259,000"
서울특별시 강남구 압구정동,397,미성2차,74.4,"196,750"
서울특별시 강남구 압구정동,397,미성2차,74.4,"197,000"
서울특별시 강남구 압구정동,397,미성2차,74.4,"192,000"
서울특별시 강남구 압구정동,397,미성2차,74.4,"188,000"
서울특별시 강남구 압구정동,397,미성2차,74.4,"185,000"
서울특별시 강남구 압구정동,397,미성2차,74.4,"205,000"
서울특별시 강남구 압구정동,397,미성2차,74.4,"205,000"
서울특별시 강남구 압구정동,397,미성2차,74.4,"202,000"
서울특별시 강남구 압구정동,397,미성2차,140.9,"287,500"
서울특별시 강남구 압구정동,397,미성2차,140.9,"305,000"
서울특별시 강남구 압구정동,397,미성2차,140.9,"305,000"
서울특별시 강남구 압구정동,397,미성2차,74.4,"220,000"
서울특별시 강남구 압구정동,397,미성2차,140.9,"320,000"
서울특별시 강남구 압구정동,433,신현대11차,183.41,"450,000"
서울특별시 강남구 압구정동,433,신현대11차,171.43,"445,000"
서울특별시 강남구 압구정동,434,신현대12차,108.31,"260,000"
서울특별시 강남구 압구정동,434,신현대12차,182.95,"440,000"
서울특별시 강남구 압구정동,434,신현대12차,110.82,"253,000"
서울특별시 강남구 압구정동,434,신현대12차,170.38,"420,000"
서울특별시 강남구 압구정동,434,신현대12차,155.52,"380,000"
서울특별시 강남구 압구정동,434,신현대12차,155.52,"390,000"
서울특별시 강남구 압구정동,434,신현대12차,110.82,"270,000"
서울특별시 강남구 압구정동,434,신현대12차,107.16,"259,000"
서울특별시 강남구 압구정동,434,신현대12차,107.16,"260,000"
서울특별시 강남구 압구정동,434,신현대12차,182.95,"450,000"
서울특별시 강남구 압구정동,434,신현대12차,107.16,"243,000"
서울특별시 강남구 압구정동,434,신현대12차,155.52,"438,000"
서울특별시 강남구 압구정동,434,신현대12차,110.82,"274,000"
서울특별시 강남구 압구정동,434,신현대12차,107.16,"259,000"
서울특별시 강남구 압구정동,434,신현대12차,110.82,"262,000"
서울특별시 강남구 압구정동,426,신현대9차,152.28,"348,000"
서울특별시 강남구 압구정동,426,신현대9차,108.88,"261,000"
서울특별시 강남구 압구정동,426,신현대9차,108.88,"250,000"
서울특별시 강남구 압구정동,426,신현대9차,152.39,"370,000"
서울특별시 강남구 압구정동,426,신현대9차,111.38,"253,000"
서울특별시 강남구 압구정동,426,신현대9차,108.88,"253,000"
서울특별시 강남구 압구정동,426,신현대9차,109.24,"260,000"
서울특별시 강남구 압구정동,426,신현대9차,108.88,"262,000"
서울특별시 강남구 압구정동,426,신현대9차,109.24,"270,000"
서울특별시 강남구 압구정동,426,신현대9차,152.28,"420,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),78.05,"223,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),78.05,"220,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),63.87,"205,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),63.87,"202,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),78.05,"230,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),83.04,"210,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),63.87,"210,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),91.21,"262,000"
서울특별시 강남구 압구정동,490,한양1차(영동한양),49.98,"170,500"
서울특별시 강남구 압구정동,490,한양1차(영동한양),78.05,"240,000"
서울특별시 강남구 압구정동,493,한양2,175.92,"368,000"
서울특별시 강남구 압구정동,493,한양2,175.92,"400,000"
서울특별시 강남구 압구정동,489,한양3,116.94,"260,000"
서울특별시 강남구 압구정동,489,한양3,116.94,"260,000"
서울특별시 강남구 압구정동,489,한양3,117.26,"272,000"
서울특별시 강남구 압구정동,489,한양3,116.94,"280,000"
서울특별시 강남구 압구정동,489,한양3,116.94,"280,000"
서울특별시 강남구 압구정동,486,한양4,101.09,"215,000"
서울특별시 강남구 압구정동,486,한양4,101.09,"240,000"
서울특별시 강남구 압구정동,486,한양4,101.09,"240,000"
서울특별시 강남구 압구정동,486,한양4,101.09,"229,000"
서울특별시 강남구 압구정동,513,한양5,100.5,"218,000"
서울특별시 강남구 압구정동,513,한양5,100.5,"223,000"
서울특별시 강남구 압구정동,513,한양5,100.5,"230,000"
서울특별시 강남구 압구정동,513,한양5,102.22,"215,000"
서울특별시 강남구 압구정동,513,한양5,115.24,"278,000"
서울특별시 강남구 압구정동,484,한양6,154.12,"350,000"
서울특별시 강남구 압구정동,528,한양7,137.55,"339,000"
서울특별시 강남구 압구정동,528,한양7,106.22,"270,000"
서울특별시 강남구 압구정동,528,한양7,106.22,"268,000"
서울특별시 강남구 압구정동,510,한양8(81동한개동),210.1,"475,000"
서울특별시 강남구 압구정동,510,한양8(81동한개동),210.1,"478,000"
서울특별시 강남구 압구정동,436,"현대10차(201,202동)",151.93,"345,000"
서울특별시 강남구 압구정동,436,"현대10차(201,202동)",108.15,"270,000"
서울특별시 강남구 압구정동,436,"현대10차(201,202동)",108.15,"275,000"
서울특별시 강남구 압구정동,448,현대13차(208~211동),108.47,"275,000"
서울특별시 강남구 압구정동,448,현대13차(208~211동),108.47,"265,000"
서울특별시 강남구 압구정동,448,현대13차(208~211동),108.47,"275,000"
서울특별시 강남구 압구정동,447,"현대14차(203,204,205,206동)",84.94,"280,000"
서울특별시 강남구 압구정동,447,"현대14차(203,204,205,206동)",84.98,"290,000"
서울특별시 강남구 압구정동,447,"현대14차(203,204,205,206동)",84.98,"280,000"
서울특별시 강남구 압구정동,447,"현대14차(203,204,205,206동)",84.94,"280,000"
서울특별시 강남구 압구정동,447,"현대14차(203,204,205,206동)",84.98,"268,000"
서울특별시 강남구 압구정동,369-1,"현대1차(12,13,21,22,31,32,33동)",131.48,"305,000"
서울특별시 강남구 압구정동,369-1,"현대1차(12,13,21,22,31,32,33동)",196.21,"465,000"
서울특별시 강남구 압구정동,369-1,"현대1차(12,13,21,22,31,32,33동)",196.21,"470,000"
서울특별시 강남구 압구정동,369-1,"현대1차(12,13,21,22,31,32,33동)",196.21,"485,000"
서울특별시 강남구 압구정동,369-1,"현대1차(12,13,21,22,31,32,33동)",196.21,"517,500"
서울특별시 강남구 압구정동,369-1,"현대1차(12,13,21,22,31,32,33동)",131.48,"283,000"
서울특별시 강남구 압구정동,369-1,"현대2차(10,11,20,23,24,25동)",161.19,"347,000"
서울특별시 강남구 압구정동,369-1,"현대2차(10,11,20,23,24,25동)",160.28,"370,000"
서울특별시 강남구 압구정동,369-1,"현대2차(10,11,20,23,24,25동)",160.28,"420,000"
서울특별시 강남구 압구정동,369-1,"현대2차(10,11,20,23,24,25동)",160.52,"392,000"
서울특별시 강남구 압구정동,369-1,"현대2차(10,11,20,23,24,25동)",160.28,"400,000"
서울특별시 강남구 압구정동,369-1,"현대2차(10,11,20,23,24,25동)",160.28,"420,000"
서울특별시 강남구 압구정동,369-1,"현대2차(10,11,20,23,24,25동)",196.84,"493,000"
서울특별시 강남구 압구정동,369-1,"현대2차(10,11,20,23,24,25동)",198.41,"500,000"
서울특별시 강남구 압구정동,443,현대3차(61~64동),82.5,"239,500"
서울특별시 강남구 압구정동,443,현대3차(61~64동),82.56,"248,000"
서울특별시 강남구 압구정동,443,현대3차(61~64동),82.5,"200,000"
서울특별시 강남구 압구정동,443,현대3차(61~64동),82.5,"235,000"
서울특별시 강남구 압구정동,443,현대3차(61~64동),82.5,"238,000"
서울특별시 강남구 압구정동,443,현대3차(61~64동),82.5,"240,500"
서울특별시 강남구 압구정동,462,현대4차저층(51~56동),117.9,"360,000"
서울특별시 강남구 압구정동,455,"현대5차(71,72동)",82.23,"272,000"
서울특별시 강남구 압구정동,455,"현대5차(71,72동)",82.23,"280,000"
서울특별시 강남구 압구정동,455,"현대5차(71,72동)",82.23,"285,000"
서울특별시 강남구 압구정동,455,"현대5차(71,72동)",82.23,"283,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",196.7,"480,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",144.2,"350,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",196.7,"480,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",157.36,"389,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",196.7,"446,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",144.7,"360,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",144.7,"344,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",144.2,"359,000"
서울특별시 강남구 압구정동,456,"현대6차(78~81,83,84,86,87동)",157.36,"420,000"
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",144.2,"326,000"
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",196.7,"463,000"
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",144.2,"367,000"
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",157.36,"400,000"
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",144.2,"400,000"
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",157.36,"420,000"
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",245.2,"650,000"
서울특별시 강남구 압구정동,456,"현대7차(73~77,82,85동)",196.7,"520,000"
서울특별시 강남구 압구정동,481,현대8차(성수현대:91~95동),107.64,"238,000"
서울특별시 강남구 압구정동,481,현대8차(성수현대:91~95동),107.64,"230,000"
서울특별시 강남구 압구정동,481,현대8차(성수현대:91~95동),111.5,"225,000"
서울특별시 강남구 압구정동,481,현대8차(성수현대:91~95동),107.64,"248,000"
서울특별시 강남구 압구정동,481,현대8차(성수현대:91~95동),107.64,"250,000"
서울특별시 강남구 압구정동,481,현대8차(성수현대:91~95동),163.67,"312,500"
서울특별시 강남구 압구정동,481,현대8차(성수현대:91~95동),163.67,"300,000"
서울특별시 강남구 압구정동,446,현대빌라트,181.81,"365,000"
서울특별시 강남구 역삼동,755-4,e-편한세상,59.606,"180,000"
서울특별시 강남구 역삼동,755-4,e-편한세상,59.606,"172,000"
서울특별시 강남구 역삼동,755-4,e-편한세상,59.606,"185,000"
서울특별시 강남구 역삼동,755-4,e-편한세상,84.991,"225,000"
서울특별시 강남구 역삼동,755-4,e-편한세상,59.606,"198,000"
서울특별시 강남구 역삼동,755-4,e-편한세상,59.947,"190,000"
서울특별시 강남구 역삼동,823-7,강남역우정에쉐르,17.23,"19,050"
서울특별시 강남구 역삼동,823-7,강남역우정에쉐르,17.23,"19,060"
서울특별시 강남구 역삼동,838-10,강남웅진베어스빌,18.61,"40,120"
서울특별시 강남구 역삼동,755-1,개나리 푸르지오,133.1686,"270,000"
서울특별시 강남구 역삼동,755-1,개나리 푸르지오,148.8017,"295,000"
서울특별시 강남구 역삼동,755-1,개나리 푸르지오,133.1686,"275,000"
서울특별시 강남구 역삼동,716-3,개나리SK뷰,84.98,"250,000"
서울특별시 강남구 역삼동,716-3,개나리SK뷰,84.99,"260,000"
서울특별시 강남구 역삼동,716-3,개나리SK뷰,84.99,"250,000"
서울특별시 강남구 역삼동,716-3,개나리SK뷰,127.27,"295,000"
서울특별시 강남구 역삼동,716-3,개나리SK뷰,84.99,"255,000"
서울특별시 강남구 역삼동,754,개나리래미안,84.93,"230,000"
서울특별시 강남구 역삼동,754,개나리래미안,144.55,"285,000"
서울특별시 강남구 역삼동,722,경남아너스빌,81.013,"148,500"
서울특별시 강남구 역삼동,783-30,공간쉐르빌,79.48,"70,000"
